id;course_id;grade
400;9;7
400;9;6
400;9;5.5
400;9;2.5
400;9;13
400;9;9.5
400;7;14.75
400;7;13.5
400;7;15.5
400;1;14.5
400;1;13.5
400;1;16.5
400;1;20
400;8;10
400;8;13.5
400;8;17.5
400;8;13.5
400;8;14.5
400;8;15
400;8;12
400;8;12.5
400;8;13.5
416;2;12.5
416;2;11
416;2;14
416;2;10.5
416;2;12
416;4;12.5
416;4;14
416;4;11.5
416;4;9.5
416;4;11.5
416;4;10.5
416;4;9
416;4;12
416;4;10.5
416;3;14.5
416;3;14.5
416;3;13
416;3;15.5
416;3;16.5
416;3;12.5
416;3;10.5
416;3;14.5
416;3;13
416;6;11
416;6;9.5
416;6;11.75
416;6;11
416;6;9.75
416;6;10.75
416;6;9.25
416;5;12
416;5;13.1
416;5;12.6
416;5;13.2
416;5;11.6
416;5;12.3
416;10;15.75
416;10;12.75
416;10;14.5
416;10;12.75
416;9;10.5
416;9;7.5
416;9;10.5
416;9;10.5
416;9;9
416;9;8
416;7;13.75
416;7;13.75
416;7;15
416;1;14.5
416;1;17
416;1;13.5
416;8;14.5
416;8;13
416;8;16.5
416;8;12
416;8;10.5
416;8;11
416;8;12.5
416;8;11.5
416;8;9.5
417;2;13
417;2;11
417;2;15
417;2;13.5
417;2;14.5
417;4;12.5
417;4;11.5
417;4;11.5
417;4;12
417;4;14.5
417;4;10
417;4;16.5
417;4;14.5
417;4;12
417;3;12
417;3;18
417;3;17.5
417;3;14.5
417;3;13.5
417;3;11.5
417;3;11
417;3;14.5
417;3;10.5
417;6;11.75
417;6;8.75
417;6;11.5
417;6;11.5
417;6;12.75
417;6;11
417;6;10.25
417;5;11.2
417;5;12.5
417;5;12.9
417;5;13
417;5;11.6
417;5;13.2
417;5;12.9
417;10;12.75
417;10;13.5
417;10;13.25
417;10;13.5
417;9;8
417;9;7
417;9;6.5
417;9;11
417;9;7
417;9;8.5
417;7;unknown
417;7;12
417;7;14.75
417;1;14.5
417;1;11
417;1;14
417;1;11
417;8;12
417;8;9.5
417;8;11
417;8;14.5
417;8;12
417;8;14
417;8;13
417;8;11
446;2;12.5
446;2;14
446;2;14
446;2;12
446;2;11.5
446;4;13
446;4;9.5
446;4;12.5
446;4;13
446;4;18
446;4;12
446;4;11
446;4;9
446;3;14.5
446;3;10.5
446;3;16.5
446;3;11.5
446;3;12.5
446;3;unknown
446;3;11
446;3;12.5
446;3;16
446;6;12
446;6;10.25
446;6;12
446;6;12.5
446;6;12.25
446;6;12.75
446;6;10.25
446;5;11.5
446;5;13.3
446;5;9.7
446;5;14.6
446;5;10.7
446;5;11.5
446;5;11.5
446;10;14
446;10;20
446;10;14.5
446;10;13.75
446;9;11
446;9;7.5
446;9;9.5
446;9;3.5
446;9;14.5
446;9;8
446;7;15.5
446;7;14.5
446;7;12
446;1;13
446;1;16.5
446;1;10.5
446;1;20
446;8;6.5
446;8;13.5
446;8;10.5
446;8;11
446;8;13.5
446;8;9.5
446;8;10.5
446;8;12
446;8;12.5
456;2;10
456;2;12
456;2;13
456;2;11.5
456;2;14
456;4;13
456;4;10.5
456;4;11.5
456;4;12.5
456;4;12.5
456;4;17.5
456;4;12
456;4;14.5
456;4;11.5
456;3;14.5
456;3;13.5
456;3;18.5
456;3;8.5
456;3;16.5
456;3;16
456;3;14
456;3;13
456;3;10.5
456;6;10.25
456;6;11
456;6;10.5
456;6;12.25
456;6;9.75
456;6;11.25
456;6;11.5
456;5;11.4
456;5;12.3
456;5;12
456;5;13.9
456;5;14.1
456;5;13.9
456;5;12.8
456;10;12.75
456;10;13.5
456;10;12
456;10;14.75
456;9;10
456;9;7
456;9;4.5
456;9;7
456;9;5
456;9;7
456;7;17.75
456;7;15.75
456;7;12.75
456;1;14.5
456;1;14.5
456;1;12.5
456;1;11.5
456;8;12
456;8;13
456;8;10
456;8;14
456;8;10.5
456;8;12.5
476;2;15.5
476;2;12.5
476;2;10.5
476;2;11
476;2;11
476;4;12.5
476;4;10.5
476;4;15.5
476;4;13
476;4;9.5
476;4;13.5
476;4;12
476;4;13
476;4;11.5
476;3;8
476;3;13.5
476;3;15.5
476;3;14.5
476;3;12.5
476;3;12
476;3;18.5
476;3;12.5
476;3;10.5
476;6;11.25
476;6;10
476;6;12
476;6;9.5
476;6;9.5
476;6;8.75
476;6;10.5
476;5;14.4
476;5;12.1
476;5;12.1
476;5;12.9
476;5;12.2
476;5;11.4
476;10;13.25
476;10;16.75
476;10;13
476;10;17.5
476;9;15
476;9;8.5
476;9;4
476;9;10.5
476;9;9.5
476;9;4.5
476;7;14.5
476;7;17
476;7;17.75
476;1;14
476;1;17.5
476;1;17
476;1;16
476;8;9
476;8;10
476;8;10
476;8;15
476;8;15
476;8;14
476;8;11
476;8;13
476;8;11.5
482;2;14
482;2;12.5
482;2;13
482;2;9.5
482;2;12.5
482;4;12.5
482;4;11.5
482;4;14.5
482;4;9.5
482;4;14
482;4;14
482;4;15.5
482;4;14
482;4;10.5
482;3;11
482;3;11.5
482;3;12
482;3;14.5
482;3;8
482;3;12
482;3;11.5
482;3;11
482;3;18.5
482;6;12
482;6;11
482;6;12
482;6;10.25
482;6;11.5
482;6;9.5
482;6;11.75
482;5;13.1
482;5;unknown
482;5;12.6
482;5;11.9
482;5;11.6
482;5;11.5
482;5;11.7
482;10;15
482;10;14
482;10;13.5
482;10;17
482;9;14
482;9;7
482;9;8.5
482;9;11
482;9;7.5
482;9;8.5
482;7;16.75
482;7;17.5
482;7;12
482;1;16
482;1;15
482;1;12
482;1;17
482;8;11.5
482;8;12
482;8;10
482;8;16
482;8;14
482;8;11
482;8;12
482;8;14
482;8;12.5
528;2;11
528;2;14
528;2;12.5
528;2;13.5
528;2;15
528;4;16
528;4;13.5
528;4;14
528;4;12
528;4;11
528;4;12
528;4;10.5
528;4;10.5
528;4;15.5
528;3;16
528;3;15.5
528;3;13
528;3;16
528;3;12.5
528;3;14.5
528;3;12.5
528;3;15
528;3;13
528;6;11.5
528;6;11
528;6;12.25
528;6;11.75
528;6;10.5
528;6;9.75
528;5;10.4
528;5;11.4
528;5;11
528;5;11.4
528;5;12.2
528;5;11.9
528;5;11.6
528;10;18.25
528;10;13.75
528;10;14.5
528;10;14.5
528;9;16
528;9;4.5
528;9;10
528;9;9
528;9;11
528;9;8
528;7;16
528;7;15.75
528;7;11
528;1;14
528;1;14
528;1;17
528;1;20
528;8;13.5
528;8;12.5
528;8;10
528;8;10
528;8;10.5
528;8;11.5
528;8;13
528;8;15.5
530;2;13.5
530;2;10
530;2;14
530;2;12
530;2;9.5
530;4;14
530;4;13.5
530;4;8.5
530;4;9.5
530;4;14.5
530;4;14.5
530;4;12.5
530;4;10
530;4;11
530;3;13
530;3;12.5
530;3;12.5
530;3;16
530;3;16
530;3;16.5
530;3;14.5
530;3;16.5
530;3;18
530;6;11.75
530;6;11.25
530;6;10.75
530;6;11.25
530;6;unknown
530;6;11.5
530;6;9.75
530;5;13.2
530;5;12.8
530;5;13.1
530;5;14.3
530;5;11.1
530;5;12.8
530;5;14
530;10;13
530;10;15.75
530;10;13
530;10;10.75
530;9;11.5
530;9;11
530;9;8
530;9;6.5
530;9;8.5
530;9;4.5
530;7;14.25
530;7;14
530;7;16
530;1;14
530;1;14
530;1;19
530;1;13.5
530;8;10.5
530;8;14.5
530;8;11.5
530;8;12.5
530;8;9
530;8;9
530;8;13.5
530;8;11.5
530;8;13.5
532;2;12
532;2;12
532;2;14.5
532;2;17
532;2;11
532;4;10
532;4;16
532;4;13.5
532;4;12.5
532;4;10
532;4;10
532;4;11
532;4;13
532;4;10.5
532;3;11.5
532;3;13.5
532;3;11
532;3;15.5
532;3;15.5
532;3;13.5
532;3;19
532;3;12.5
532;3;12
532;6;9
532;6;11.5
532;6;12.5
532;6;9.25
532;6;11
532;6;9.75
532;6;13.5
532;5;11.8
532;5;13.1
532;5;12.8
532;5;14.1
532;5;11.5
532;5;11
532;10;16
532;10;11.5
532;10;13.75
532;10;17.25
532;9;13
532;9;9.5
532;9;5.5
532;9;4.5
532;9;14
532;9;7.5
532;7;16.5
532;7;14.25
532;7;17
532;1;18
532;1;13
532;1;15.5
532;1;14
532;8;10.5
532;8;11
532;8;10
532;8;10.5
532;8;8.5
532;8;15
532;8;12.5
532;8;13.5
532;8;8
534;2;13
534;2;13
534;2;14
534;2;16
534;2;14
534;4;12
534;4;12.5
534;4;11.5
534;4;11
534;4;11
534;4;12
534;4;unknown
534;4;11.5
534;4;10.5
534;3;11
534;3;15
534;3;11.5
534;3;9
534;3;13
534;3;15
534;3;11
534;3;14
534;3;14
534;6;8
534;6;9
534;6;10.75
534;6;10.75
534;6;10.5
534;6;11.25
534;6;11.5
534;5;12.4
534;5;11.3
534;5;12.3
534;5;12.5
534;5;12.3
534;5;9.8
534;5;11.4
534;10;unknown
534;10;12.5
534;10;17.5
534;10;13.75
534;9;10
534;9;8.5
534;9;10.5
534;9;2.5
534;9;11
534;9;8.5
534;7;16.25
534;7;17.5
534;7;12
534;1;18.5
534;1;8
534;1;15
534;1;18
534;8;6
534;8;6.5
534;8;7.5
534;8;16.5
534;8;13.5
534;8;14.5
534;8;9.5
534;8;16
534;8;10
550;2;13.5
550;2;14
550;2;11
550;2;13
550;2;14.5
550;4;16
550;4;14.5
550;4;8.5
550;4;15
550;4;14.5
550;4;14
550;4;14
550;4;13
550;4;8.5
550;3;13.5
550;3;17
550;3;15
550;3;13.5
550;3;14.5
550;3;18
550;3;13
550;3;15
550;3;9
550;6;12
550;6;12
550;6;11.5
550;6;13
550;6;11.5
550;6;12
550;6;11.75
550;5;12
550;5;12.5
550;5;13.7
550;5;10.6
550;5;11.9
550;5;12.5
550;5;12.6
550;10;14
550;10;16.75
550;10;17.75
550;10;14
550;9;10
550;9;10.5
550;9;6.5
550;9;12
550;9;10
550;9;13
550;7;13.75
550;7;15.5
550;7;18.75
550;1;18
550;1;11.5
550;1;18
550;1;17
550;8;14
550;8;13.5
550;8;9
550;8;8.5
550;8;7.5
550;8;17.5
550;8;15.5
550;8;13.5
550;8;15
554;2;15
554;2;12.5
554;2;13.5
554;2;12
554;2;11
554;4;10.5
554;4;9
554;4;14.5
554;4;9
554;4;10
554;4;13
554;4;10.5
554;4;10.5
554;4;14
554;3;14
554;3;15.5
554;3;9
554;3;10
554;3;11.5
554;3;14
554;3;12.5
554;3;10.5
554;3;15
554;6;11.5
554;6;11.75
554;6;12.5
554;6;11.75
554;6;10.5
554;6;11.25
554;6;10.5
554;5;12.9
554;5;12.3
554;5;10.4
554;5;12.4
554;5;13.1
554;5;11.5
554;10;14.25
554;10;13
554;10;13.75
554;10;14.75
554;9;9
554;9;3.5
554;9;8
554;9;5.5
554;9;11
554;9;7
554;7;12.5
554;7;17
554;7;18.75
554;1;17.5
554;1;14.5
554;1;14
554;1;16
554;8;12.5
554;8;8
554;8;12.5
554;8;13.5
554;8;15.5
554;8;7.5
554;8;14.5
554;8;12.5
554;8;13.5
571;2;14
571;2;13.5
571;2;9.5
571;2;13.5
571;2;13
571;4;12
571;4;10.5
571;4;13
571;4;12
571;4;11.5
571;4;11.5
571;4;13
571;3;15
571;3;11.5
571;3;11.5
571;3;9
571;3;18.5
571;3;16.5
571;3;14
571;3;7
571;3;11.5
571;6;10
571;6;10.25
571;6;11
571;6;12.75
571;6;10
571;6;11.5
571;6;11
571;5;13.2
571;5;10.4
571;5;13.9
571;5;13.5
571;5;10.7
571;5;12.5
571;5;11
571;10;13.75
571;10;11.25
571;10;18.25
571;9;8.5
571;9;8
571;9;12
571;9;0
571;9;3.5
571;9;10
571;7;13.75
571;7;15
571;7;14.75
571;1;16.5
571;1;20
571;1;12.5
571;1;16
571;8;12.5
571;8;9.5
571;8;10.5
571;8;14.5
571;8;8.5
571;8;10
571;8;10.5
571;8;12.5
571;8;10
592;2;11.5
592;2;11.5
592;2;13.5
592;2;14.5
592;2;12.5
592;4;13
592;4;13
592;4;10.5
592;4;14
592;4;12
592;4;12.5
592;4;9.5
592;4;11.5
592;4;11
592;3;12
592;3;16
592;3;15.5
592;3;14.5
592;3;18
592;3;11
592;3;16.5
592;3;11.5
592;3;11.5
592;6;11.75
592;6;12.5
592;6;13.75
592;6;10.25
592;6;12.5
592;6;11
592;6;9
592;5;11.7
592;5;13.5
592;5;13.5
592;5;10.3
592;5;11.2
592;5;11.9
592;5;13.5
592;10;16.75
592;10;15
592;10;16.75
592;10;10.25
592;9;9
592;9;4.5
592;9;6.5
592;9;15.5
592;9;7
592;9;12
592;7;12.25
592;7;18.75
592;7;17.5
592;1;18
592;1;17
592;1;11.5
592;1;16.5
592;8;14.5
592;8;15.5
592;8;11.5
592;8;13.5
592;8;12
592;8;11
592;8;12
592;8;11.5
592;8;14.5
622;2;12
622;2;10
622;2;15
622;2;10.5
622;2;16
622;4;11
622;4;9.5
622;4;14
622;4;10.5
622;4;10.5
622;4;12.5
622;4;13.5
622;4;9.5
622;4;12
622;3;11
622;3;13.5
622;3;9.5
622;3;12.5
622;3;11.5
622;3;13.5
622;3;9.5
622;3;20
622;3;9.5
622;6;11
622;6;11
622;6;13.75
622;6;10.75
622;6;11.5
622;6;unknown
622;6;9.25
622;5;11.1
622;5;14.1
622;5;11.6
622;5;11.7
622;5;11.4
622;5;12.2
622;10;15.5
622;10;15.75
622;10;12
622;10;14.25
622;9;1.5
622;9;7.5
622;9;8
622;9;14
622;9;8
622;7;13.75
622;7;15.75
622;7;12.25
622;1;17.5
622;1;15
622;1;16
622;1;12.5
622;8;9.5
622;8;10.5
622;8;11
622;8;15.5
622;8;9
622;8;12
622;8;9
622;8;10.5
622;8;13.5
662;2;11.5
662;2;11.5
662;2;15
662;2;9.5
662;2;12
662;4;8
662;4;11
662;4;11
662;4;11.5
662;4;9.5
662;4;11.5
662;4;12
662;4;10
662;4;12
662;3;16
662;3;17.5
662;3;11
662;3;9.5
662;3;11.5
662;3;8
662;3;15
662;3;13
662;3;13.5
662;6;10
662;6;10.5
662;6;9
662;6;10.75
662;6;9.25
662;6;11.5
662;6;9.75
662;5;13.5
662;5;13.8
662;5;14.1
662;5;11.2
662;5;12.5
662;5;11.5
662;5;9.8
662;10;12
662;10;16.75
662;10;14.5
662;10;14.75
662;9;13.5
662;9;8.5
662;9;11.5
662;9;1.5
662;9;8
662;9;5
662;7;12
662;7;15.25
662;7;18
662;1;13
662;1;20
662;1;18.5
662;1;16
662;8;10.5
662;8;11
662;8;11
662;8;12.5
662;8;13
662;8;11
662;8;16
662;8;6
662;8;14.5
673;2;unknown
673;2;12.5
673;2;12.5
673;2;unknown
673;2;11.5
673;4;8.5
673;4;11.5
673;4;unknown
673;4;11
673;4;13
673;4;9
673;4;10
673;4;11.5
673;4;9
673;3;13
673;3;12.5
673;3;10
673;3;5.5
673;3;8.5
673;3;15.5
673;3;11
673;3;14.5
673;3;13
673;6;unknown
673;6;10.25
673;6;10.75
673;6;11
673;6;11.75
673;6;10
673;6;10
673;5;13.6
673;5;11.9
673;5;12.5
673;5;13.1
673;5;12.2
673;5;unknown
673;5;10.4
673;10;15
673;10;14.5
673;10;12.5
673;9;7
673;9;6
673;9;2.5
673;9;4
673;9;7.5
673;9;11.5
673;7;12
673;7;15.75
673;7;15.25
673;1;12.5
673;1;9
673;1;17.5
673;1;15
673;8;13
673;8;11
673;8;13
673;8;10
673;8;13.5
673;8;11.5
673;8;11
673;8;13.5
673;8;10.5
686;2;14.5
686;2;15.5
686;2;15.5
686;2;11
686;2;15
686;4;9
686;4;12
686;4;10.5
686;4;13
686;4;16
686;4;12.5
686;4;8.5
686;4;9.5
686;4;16
686;3;16
686;3;15
686;3;20
686;3;16.5
686;3;15.5
686;3;10
686;3;17.5
686;3;13.5
686;3;16.5
686;6;12.5
686;6;13.25
686;6;11.25
686;6;9.25
686;6;9.25
686;6;11.25
686;6;10.25
686;5;10.8
686;5;11.2
686;5;12.1
686;5;12.5
686;5;11.6
686;5;11.4
686;5;13.1
686;10;18.5
686;10;12.5
686;10;15.25
686;10;13.75
686;9;3.5
686;9;12
686;9;15.5
686;9;14.5
686;9;10
686;9;11.5
686;7;15.75
686;7;16.75
686;7;15.75
686;1;17
686;1;17.5
686;1;10
686;1;17.5
686;8;11
686;8;15.5
686;8;16
686;8;13
686;8;12
686;8;13.5
686;8;13
686;8;12.5
687;2;15
687;2;11
687;2;11.5
687;2;13.5
687;2;14
687;4;14
687;4;8.5
687;4;11
687;4;11.5
687;4;15
687;4;11.5
687;4;14.5
687;4;10
687;4;11.5
687;3;12.5
687;3;12.5
687;3;13.5
687;3;10
687;3;14.5
687;3;9
687;3;13
687;3;13
687;3;14
687;6;11
687;6;11.5
687;6;10
687;6;11.5
687;6;11
687;6;11
687;6;11
687;5;10
687;5;11.7
687;5;10.6
687;5;12.1
687;5;12.3
687;5;12.5
687;5;13.4
687;10;17
687;10;11.5
687;10;12.75
687;10;12
687;9;5.5
687;9;6
687;9;11
687;9;4
687;9;4
687;9;13
687;7;15.5
687;7;14.75
687;7;18
687;1;20
687;1;16
687;1;13
687;1;16
687;8;12.5
687;8;13
687;8;10
687;8;7.5
687;8;9
687;8;8.5
687;8;14.5
687;8;10
687;8;14
3;2;14
3;2;11.5
3;2;12
3;2;13.5
3;2;11
3;4;11.5
3;4;8.5
3;4;10.5
3;4;10.5
3;4;7.5
3;4;11
3;4;14
3;4;14.5
3;4;13
3;3;10.5
3;3;11.5
3;3;15
3;3;10
3;3;14
3;3;12.5
3;3;16
3;3;13
3;3;15
3;6;10
3;6;12.25
3;6;10.25
3;6;10.75
3;6;10.25
3;6;10
3;6;11
3;5;12.1
3;5;12.4
3;5;13.9
3;5;13.9
3;5;11.4
3;5;12.8
3;5;11
3;10;12.25
3;10;14.25
3;10;12.25
3;10;15
3;9;2.5
3;9;10.5
3;9;12.5
3;9;7
3;9;9.5
3;9;13
3;7;13.75
3;7;13.5
3;7;14
3;1;16
3;1;16
3;1;20
3;1;12.5
3;8;10.5
3;8;14
3;8;11.5
3;8;10
3;8;9
3;8;11.5
3;8;10
3;8;6.5
3;8;6.5
27;2;11.5
27;2;11.5
27;2;11.5
27;2;12
27;2;10
27;4;12
27;4;14
27;4;12
27;4;10.5
27;4;8.5
27;4;11.5
27;4;11.5
27;4;13
27;4;10
27;3;14.5
27;3;15.5
27;3;14.5
27;3;10.5
27;3;16
27;3;12.5
27;3;17.5
27;3;12.5
27;6;11.75
27;6;12
27;6;10.5
27;6;11
27;6;11.25
27;6;8
27;6;11.25
27;5;14.2
27;5;12.2
27;5;14.1
27;5;13.3
27;5;12.9
27;5;12.3
27;5;unknown
27;10;14.5
27;10;12
27;10;16
27;10;11.25
27;9;4.5
27;9;7.5
27;9;16
27;9;6.5
27;7;15.75
27;7;15
27;7;15.75
27;1;9
27;1;11.5
27;1;13.5
27;1;11
27;8;11.5
27;8;17.5
27;8;13
27;8;9
27;8;3
27;8;11.5
27;8;12
27;8;17
27;8;14
32;2;13.5
32;2;13.5
32;2;11.5
32;2;11
32;4;8.5
32;4;9.5
32;4;7
32;4;12
32;4;12
32;4;9
32;4;11.5
32;4;12.5
32;4;12.5
32;3;15.5
32;3;16
32;3;unknown
32;3;15
32;3;13.5
32;3;13
32;3;17
32;3;13
32;6;10.25
32;6;8
32;6;11.5
32;6;13.25
32;6;10.5
32;6;10
32;6;7
32;5;12.9
32;5;11.1
32;5;11.2
32;5;12.3
32;5;12.6
32;5;12.2
32;5;11.9
32;10;13.75
32;10;12.25
32;10;13.5
32;9;11.5
32;9;11.5
32;9;6.5
32;9;8
32;9;6
32;9;9
32;7;12.25
32;7;14.75
32;1;12.5
32;1;11.5
32;1;14
32;1;8.5
32;8;6
32;8;6.5
32;8;11.5
32;8;6
32;8;6.5
32;8;10
32;8;11.5
32;8;6
32;8;7.5
40;2;15.5
40;2;10.5
40;2;13.5
40;2;12
40;2;12
40;4;12
40;4;7.5
40;4;12
40;4;11
40;4;12
40;4;7.5
40;4;13.5
40;4;12
40;4;14.5
40;3;14
40;3;12
40;3;12.5
40;3;10.5
40;3;13.5
40;3;15
40;3;13
40;3;14
40;3;12.5
40;6;9.5
40;6;10.25
40;6;11.25
40;6;11.25
40;6;11
40;6;11.5
40;6;8.5
40;5;14
40;5;13.5
40;5;11.1
40;5;14.1
40;5;11.9
40;5;10.6
40;5;10.8
40;10;13.75
40;10;10
40;10;11.25
40;10;14.75
40;9;6
40;9;5.5
40;9;4.5
40;9;9
40;9;11.5
40;9;11.5
40;7;17.75
40;7;15.25
40;7;13.5
40;1;13
40;1;15.5
40;1;14.5
40;1;13.5
40;8;8.5
40;8;16
40;8;11.5
40;8;10.5
40;8;11.5
40;8;10.5
40;8;10
40;8;6
40;8;13.5
111;2;12.5
111;2;13
111;2;12
111;2;12.5
111;4;12.5
111;4;11
111;4;9
111;4;11.5
111;4;12
111;4;9
111;4;12
111;4;10
111;4;11.5
111;3;16
111;3;14
111;3;17.5
111;3;11.5
111;3;12.5
111;3;14.5
111;3;16.5
111;3;12
111;6;12.5
111;6;9
111;6;9.75
111;6;10.25
111;6;12.75
111;6;10
111;6;9.75
111;5;12
111;5;13
111;5;10.5
111;5;11.4
111;5;11.8
111;5;12.5
111;5;unknown
111;10;11.75
111;10;12.5
111;10;13.25
111;10;13
111;9;9.5
111;9;13.5
111;9;13
111;9;10.5
111;9;9.5
111;7;11.25
111;7;11.25
111;7;14.5
111;1;18.5
111;1;14.5
111;1;13
111;1;12
111;8;7.5
111;8;14
111;8;7
111;8;7.5
111;8;10.5
111;8;4
111;8;9
111;8;11.5
111;8;11.5
117;2;13.5
117;2;14.5
117;2;12.5
117;2;12
117;2;13.5
117;4;10.5
117;4;13
117;4;14
117;4;11
117;4;10
117;4;13
117;4;10.5
117;4;9.5
117;4;12
117;3;11
117;3;17
117;3;11.5
117;3;8.5
117;3;11
117;3;15
117;3;15
117;3;11.5
117;3;14
117;6;9.25
117;6;12
117;6;10.25
117;6;13.25
117;6;9.5
117;6;11.75
117;6;9.25
117;5;11.5
117;5;11.7
117;5;12.2
117;5;11.3
117;5;11.8
117;5;13.6
117;5;12.1
117;10;13.25
117;10;13.25
117;10;14.75
117;10;11.5
117;9;12
117;9;11.5
117;9;12.5
117;9;6.5
117;9;11.5
117;9;9.5
117;7;15.25
117;7;13.75
117;7;15.25
117;1;9.5
117;1;14
117;1;13
117;1;16
117;8;6.5
117;8;7
117;8;10.5
117;8;10
117;8;7.5
117;8;unknown
117;8;8
117;8;6.5
117;8;11.5
128;2;12
128;2;9
128;2;14
128;2;9
128;2;11.5
128;4;9
128;4;11.5
128;4;15
128;4;14.5
128;4;9.5
128;4;5.5
128;4;8.5
128;4;7.5
128;4;14.5
128;3;14.5
128;3;7
128;3;13
128;3;17
128;3;17.5
128;3;13.5
128;3;14
128;3;15.5
128;6;10.75
128;6;12
128;6;13.5
128;6;13.75
128;6;11
128;6;8.25
128;6;11.25
128;5;12.3
128;5;unknown
128;5;10.3
128;5;14.3
128;5;12.3
128;5;12.9
128;10;12.25
128;10;11
128;10;11.5
128;10;16
128;9;4
128;9;6.5
128;9;5
128;9;6
128;9;7.5
128;9;9
128;7;8
128;7;13.25
128;7;15.5
128;1;14.5
128;1;10
128;1;14
128;1;12.5
128;8;7.5
128;8;11
128;8;11
128;8;7.5
128;8;11.5
128;8;9
128;8;8
128;8;11
128;8;5
130;2;13.5
130;2;7.5
130;2;11.5
130;2;11
130;2;14
130;4;13.5
130;4;13
130;4;14
130;4;10.5
130;4;12.5
130;4;13
130;4;10.5
130;4;9.5
130;4;10
130;3;10
130;3;14
130;3;18.5
130;3;16
130;3;13.5
130;3;9.5
130;3;14.5
130;3;16
130;3;14.5
130;6;10.5
130;6;12.25
130;6;11.5
130;6;10.25
130;6;11
130;6;10
130;6;10.5
130;5;11
130;5;13.3
130;5;10.8
130;5;13.1
130;5;12.7
130;5;11.4
130;5;13.7
130;10;13.75
130;10;13.25
130;10;16.25
130;10;13
130;9;14
130;9;9.5
130;9;2.5
130;9;10
130;9;9
130;9;12.5
130;7;14
130;7;17.5
130;7;19.5
130;1;12.5
130;1;13
130;1;13
130;8;11
130;8;9.5
130;8;10.5
130;8;12.5
130;8;12.5
130;8;12
130;8;11.5
130;8;11
130;8;6.5
140;2;13.5
140;2;9
140;2;17
140;2;10.5
140;4;15.5
140;4;11.5
140;4;9
140;4;8.5
140;4;12
140;4;11.5
140;4;12
140;4;10.5
140;4;12
140;3;13.5
140;3;13.5
140;3;19.5
140;3;15
140;3;12.5
140;3;12.5
140;3;15
140;3;17.5
140;3;14.5
140;6;9.75
140;6;11.5
140;6;9.25
140;6;11
140;6;10.25
140;6;10.25
140;5;13.4
140;5;14.8
140;5;12
140;5;11.3
140;5;14.4
140;5;11
140;5;12.1
140;10;13
140;10;15.5
140;10;8.75
140;10;14.5
140;9;8.5
140;9;5
140;9;7
140;9;12.5
140;9;8.5
140;9;10
140;7;13
140;7;17.25
140;7;17
140;1;11
140;1;13
140;1;13.5
140;1;11.5
140;8;10.5
140;8;8.5
140;8;11.5
140;8;7
140;8;10.5
140;8;9.5
140;8;13
140;8;unknown
140;8;13.5
155;2;11.5
155;2;11
155;2;9
155;2;16
155;2;13.5
155;4;12
155;4;8.5
155;4;11
155;4;10.5
155;4;10
155;4;11.5
155;4;12
155;4;9.5
155;4;12.5
155;3;14
155;3;15.5
155;3;19
155;3;14
155;3;15
155;3;14.5
155;3;14
155;3;9.5
155;3;10.5
155;6;11
155;6;9.5
155;6;11
155;6;12.75
155;6;10.25
155;6;10.25
155;6;9.75
155;5;15.4
155;5;13.4
155;5;12.2
155;5;12.1
155;5;14
155;5;13.4
155;5;12.1
155;10;14
155;10;11.75
155;10;12.75
155;10;11.5
155;9;unknown
155;9;2.5
155;9;11
155;9;4
155;9;5
155;9;8.5
155;7;10.25
155;7;15
155;7;15.5
155;1;unknown
155;1;12.5
155;1;14.5
155;1;10
155;8;11
155;8;8
155;8;11.5
155;8;7
155;8;9.5
155;8;15
155;8;6.5
155;8;11
155;8;10
159;2;13
159;2;12.5
159;2;11.5
159;2;14
159;2;13
159;4;6.5
159;4;14
159;4;9.5
159;4;12
159;4;13
159;4;12
159;4;14.5
159;4;12.5
159;4;9
159;3;11.5
159;3;8.5
159;3;11
159;3;18.5
159;3;14.5
159;3;12
159;3;12.5
159;3;13.5
159;6;11
159;6;9.75
159;6;10.5
159;6;9
159;6;11
159;6;12.5
159;6;8.75
159;5;12.2
159;5;9.8
159;5;12.4
159;5;11.4
159;5;12.6
159;5;12.4
159;10;12.5
159;10;15.75
159;10;12.25
159;10;14.75
159;9;13.5
159;9;10
159;9;9
159;9;5.5
159;9;13
159;7;12
159;7;13.5
159;7;14
159;1;15
159;1;13
159;1;12.5
159;1;13
159;8;9.5
159;8;15.5
159;8;8.5
159;8;10
159;8;11.5
159;8;8
159;8;7.5
159;8;6
159;8;12.5
255;2;11.5
255;2;11.5
255;2;14
255;2;16.5
255;2;14.5
255;4;11.5
255;4;12.5
255;4;10.5
255;4;8.5
255;4;13
255;4;13
255;4;11.5
255;4;11.5
255;4;12.5
255;3;11
255;3;11
255;3;12.5
255;3;17
255;3;11.5
255;3;11
255;3;14.5
255;3;11.5
255;3;10.5
255;6;8
255;6;10
255;6;9.5
255;6;10
255;6;10.5
255;6;8.75
255;6;11
255;5;11.4
255;5;11
255;5;11.8
255;5;12.2
255;5;12.9
255;5;11.3
255;10;14.25
255;10;12.75
255;10;16.75
255;9;17
255;9;13
255;9;8
255;9;14
255;9;15.5
255;9;11.5
255;7;18.75
255;7;14.75
255;7;13.75
255;1;18
255;1;16.5
255;1;11.5
255;1;15
255;8;8
255;8;11
255;8;10.5
255;8;10.5
255;8;11
255;8;7
255;8;13.5
255;8;11
269;2;11.5
269;2;13
269;2;12
269;2;11
269;2;11
